gene	m
LENG8	3
LEO1	2
LEP	30
LEPR	58
LETM1	5
LFNG	12
lfngtv3	1
LGALS12	1
LGALS13	1
LGALS2	1
LGALS3	3
LGALS8	1
LGALS9	1
LGALS9B	1
LGI1	58
LGI3	1
LGI4	9
LGR4	8
LGR5	1
LGR6	2
LHB	15
LHCGR	83
lhcgr6a	3
LHFPL2	1
LHFPL3	1
LHFPL5	17
LHFPL6	1
LHX1	7
LHX2	1
LHX3	21
LHX4	24
LHX6	1
LHX8	2
LHX9	1
LIAS	8
LIF	4
LIFR	34
LIG1	6
LIG3	4
LIG4	49
LILRA2	1
LILRA3	4
LILRB2	2
LILRB5	1
LIM2	4
LIMA1	2
LIMD1	2
LIMK1	7
LIMK2	1
limk2tv1	3
LIMS1	1
LIMS2	4
LIN28A	3
LIN28B	2
LIN52	1
LIN7A	2
LIN7B	3
LINC00237	1
LINC00299	6
LINC00301	1
LINC00339	4
LINC00583	1
LINC00673	1
LINC00842	1
LINC00850	1
LINC00881	1
LINC00951	1
LINC01216	1
LINC01221	1
LINC01780	1
LINGO1	4
LINGO2	4
LINGO4	2
LINS1	9
LIPA	111
LIPC	24
LIPE	8
LIPG	32
LIPH	31
LIPI	5
LIPK	1
LIPN	1
LIPT1	10
LIPT2	4
LITAF	19
LIX1	1
LLGL1	3
LLGL2	1
LMAN1	39
LMAN2L	2
LMBR1	13
LMBRD1	9
LMBRD2	1
LMF1	33
LMNA	618
lmna2	4
lmnatv5	1
LMNB1	42
LMNB2	5
LMNTD1	2
LMO1	1
LMO2	2
LMO7	1
LMOD1	2
LMOD2	1
LMOD3	26
LMTK2	2
LMTK3	2
LMX1A	4
LMX1B	200
lnc13	1
LNPEP	2
LNPK	2
LNX1	1
LNX2	1
LOC100506474	1
loc344967	1
LOC730100	14
LONP1	21
LONRF1	1
LOR	10
LOX	10
LOXHD1	72
loxhd1tv2	13
LOXL1	7
LOXL2	2
LOXL3	8
LOXL4	1
LPA	19
LPAR1	2
LPAR3	1
LPAR6	27
LPCAT4	1
LPGAT1	1
LPIN1	30
lpin1i3	1
LPIN2	17
LPIN3	2
LPL	244
LPP	5
LRAT	26
LRBA	84
LRCH1	1
LRCH3	1
LRCH4	1
LRFN2	4
LRFN5	7
LRGUK	3
LRIG1	6
LRIG2	7
LRIG3	2
LRIT3	9
LRMDA	12
LRP1	36
LRP10	16
LRP11	1
LRP12	1
LRP1B	12
LRP2	59
LRP4	34
LRP5	280
LRP5L	1
LRP6	45
LRP8	6
LRPAP1	6
LRPPRC	22
LRRC10	5
LRRC10B	1
LRRC19	1
LRRC28	1
LRRC29	1
LRRC3	1
LRRC31	2
LRRC32	7
LRRC34	1
LRRC36	1
LRRC4	4
LRRC40	2
LRRC41	2
LRRC43	2
LRRC46	3
LRRC4C	2
LRRC52	1
LRRC55	1
LRRC56	5
LRRC6	21
LRRC69	2
LRRC7	2
LRRC8A	3
LRRC8B	1
LRRCC1	2
LRRFIP1	2
LRRIQ1	1
LRRIQ3	1
LRRK1	5
LRRK2	166
LRRTM1	1
LRRTM2	1
LRRTM4	2
LRSAM1	19
LRTOMT	17
lrtomt2	4
LSG1	1
LSM1	1
LSM11	1
LSM3	1
LSR	2
LSS	22
LST1	1
LTA	8
LTB	1
LTBP1	8
LTBP2	34
LTBP3	24
LTBP4	30
LTC4S	6
LTF	3
LTK	2
LTN1	2
LUC7L	1
LUM	7
LUZP1	1
LUZP2	1
LUZP4	2
LVRN	1
LY6G6F	1
LY6K	1
LY75	7
LY75-CD302	2
LY9	2
LY96	3
LYL1	1
LYN	3
LYPD2	1
LYPD6	1
LYPLAL1	1
LYRM4	5
LYRM7	9
LYSMD1	1
LYSMD4	1
LYST	119
LYZ	10
LZTFL1	4
LZTR1	134
LZTS1	10
LZTS3	2
MAATS1	1
MAB21L1	6
MAB21L2	8
MACC1	3
MACF1	21
MACROD2	6
macrod2tv1	2
MAD1L1	3
MAD2L1	3
MAD2L2	1
MADD	10
MAEA	1
MAF	24
MAFA	1
MAFB	25
MAFF	1
MAG	6
MAGEA11	2
MAGEA3	2
MAGEA4	1
MAGEA8	2
MAGEA9	1
MAGEB4	1
MAGEC1	3
MAGEC3	1
MAGED1	4
MAGED2	9
MAGEE1	1
MAGEE2	1
MAGEL2	23
MAGI1	13
MAGI2	29
MAGI3	2
MAGT1	18
MAJIN	1
MAK	27
MAK16	1
MALAT1	1
MALSU1	1
MALT1	9
MAMDC2	1
MAMDC4	2
MAML1	3
MAML2	3
MAML3	3
MAMLD1	24
mamld1tv1	5
MAN1A2	1
MAN1B1	31
MAN2B1	153
MAN2B2	1
MANBA	24
MANEAL	1
MANF	1
MANSC1	2
MAOA	19
MAOB	4
MAP11	1
MAP1A	1
MAP1B	14
MAP1LC3B	1
MAP2	3
MAP2K1	29
MAP2K2	50
MAP2K3	1
MAP2K4	3
MAP2K5	3
MAP2K6	2
MAP2K7	4
MAP3K1	38
MAP3K10	1
MAP3K14	2
MAP3K15	5
MAP3K19	1
MAP3K20	9
MAP3K3	1
MAP3K4	2
MAP3K6	5
MAP3K7	13
MAP3K7CL	1
MAP3K8	1
MAP3K9	4
MAP4	7
MAP4K1	1
MAP4K4	3
MAP4K5	1
map4tv4	1
MAP6	1
MAP7	2
MAP7D3	3
MAPK1	3
MAPK10	6
MAPK13	1
MAPK15	2
MAPK3	5
MAPK4	2
MAPK6	1
MAPK7	5
MAPK8	3
MAPK8IP1	4
MAPK8IP3	5
MAPKAP1	2
MAPKAPK2	1
MAPKAPK3	1
MAPKBP1	8
MAPRE1	1
MAPRE2	4
MAPT	122
mapttv6	15
MARC2	2
MARCH10	7
MARCH3	1
MARCH4	2
MARCH8	7
MARCO	1
MARF1	4
MARK1	2
MARK2	1
MARK3	2
MARK4	1
MARS	18
MARS2	6
MARVELD2	19
MASP1	26
masp1tv1	4
MASP2	13
MAST1	25
MAST2	3
MAST3	2
MASTL	5
MAT1A	81
MAT2A	2
MATK	1
MATN1	1
MATN2	2
MATN3	28
MATN4	1
MATR3	20
matr3tv5	2
MAU2	3
MAVS	9
MAX	37
MB	1
MB21D2	1
MBD1	8
MBD2	1
MBD3	1
MBD4	15
MBD5	106
MBD6	7
MBL2	11
MBNL1	8
MBNL2	1
MBNL3	1
MBOAT4	1
MBOAT7	13
MBP	2
MBTPS1	3
MBTPS2	28
MC1R	110
MC2R	56
MC3R	34
MC4R	178
MCAM	1
MCAT	1
MCC	4
MCCC1	113
MCCC2	121
MCEE	6
MCF2	2
MCF2L	4
MCF2L2	2
MCFD2	20
MCHR1	12
MCIDAS	4
MCL1	3
MCM10	1
MCM2	1
MCM3AP	24
MCM4	5
MCM5	3
MCM6	2
MCM7	1
MCM8	13
MCM9	13
MCOLN1	36
MCOLN2	1
MCOLN3	1
MCPH1	38
MCTP2	9
MCUB	1
MDC1	5
MDGA1	1
MDGA2	1
MDH1	2
MDH2	11
MDM1	2
MDM2	8
MDM4	5
MDN1	6
ME2	1
MEA1	1
MEAK7	3
MECOM	30
mecomtv4	1
MECP2	1103
mecp2e1	34
MECR	8
MED1	1
MED12	39
MED12L	3
MED13	19
MED13L	115
MED15	1
MED17	9
MED20	2
MED23	10
MED24	1
MED25	6
MED26	1
MED27	1
MED28	1
MED29	1
MEF2A	20
MEF2C	106
mef2ctv3	1
MEF2D	3
MEFV	191
MEG3	15
MEGF10	21
MEGF11	2
MEGF6	2
MEGF8	20
MEGF9	1
MEI1	5
MEIOB	4
MEIS1	5
MEIS2	46
MELK	1
MELTF	1
MEMO1	1
MEN1	919
MEOX1	4
MEOX2	2
MEP1A	2
MEP1B	2
MEPCE	1
MEPE	6
MERTK	108
MESD	1
MESP1	9
MESP2	6
MEST	2
MET	45
METTL1	1
METTL14	2
METTL16	1
METTL17	2
METTL22	1
METTL23	5
METTL26	1
METTL2B	1
METTL4	1
METTL5	4
METTL7B	3
METTL9	1
mettv2	2
MFAP2	1
MFAP5	3
MFF	5
MFGE8	3
MFHAS1	2
MFN1	1
MFN2	236
MFRP	37
MFSD11	1
MFSD12	4
MFSD2A	7
MFSD3	2
MFSD4B	2
MFSD6L	1
MFSD8	60
MFSD9	1
MGA	3
MGAM	2
MGAT1	2
MGAT2	5
MGAT4B	1
MGAT4C	3
MGAT5	4
MGLL	6
MGME1	7
MGMT	9
MGP	12
MGRN1	3
MGST2	2
MGST3	2
MIA	1
MIA3	2
MIAT	1
MIB1	31
MIB2	3
MICA	11
MICAL1	3
MICAL2	2
MICAL3	4
MICALCL	2
MICALL2	1
micatv1*001	1
MICB	5
MICOS13	4
MICU1	8
MICU2	1
MID1	100
MID1IP1	1
MID2	2
MIEF1	1
MIEF2	1
MIER3	1
MIF	6
MIIP	1
MINDY1	1
MINDY2	2
MINDY3	1
MINDY4	1
MINK1	3
MINPP1	3
MIOS	1
MIP	29
MIPEP	8
MIPOL1	1
MIR106B	1
MIR124-1	1
MIR125A	3
MIR126	1
MIR1269A	1
MIR1304	1
MIR1307	1
MIR137	7
MIR137HG	1
MIR138-2	1
MIR140	2
MIR141	1
MIR142	1
MIR143	1
MIR146A	2
MIR149	2
MIR16-1	3
MIR17	1
MIR17HG	13
MIR182	1
MIR184	4
MIR191	1
MIR196A2	2
MIR19B1	1
MIR204	1
MIR205	1
MIR206	1
MIR218-2	1
MIR222	2
MIR24-1	1
MIR27A	2
MIR2861	1
MIR29B2	4
MIR30C1	2
MIR3131	1
MIR323B	1
MIR325	1
MIR34B	1
MIR372	1
MIR378A	1
MIR412	1
MIR423	1
MIR4273	1
MIR4300HG	1
MIR4513	1
MIR4718	1
MIR491	1
MIR496	1
MIR499A	2
MIR502	1
MIR510	2
MIR548AC	1
MIR605	1
MIR608	1
MIR646	1
MIR656	1
MIR873	1
MIR890	1
MIR892B	1
MIR9-2	1
MIR934	1
MIR96	4
MIR99A	1
MIRLET7A2	2
MIRLET7E	1
MIS18BP1	1
MITF	77
mitftv3	1
MKI67	4
MKKS	70
MKRN1	2
MKRN2	1
MKRN3	38
MKS1	54
MKX	2
MLANA	1
MLC1	113
MLEC	2
MLF1	1
MLH1	1285
MLH3	33
MLIP	1
MLKL	2
MLLT1	1
MLLT10	2
MLLT3	1
MLLT6	4
MLPH	10
MLX	1
MLXIPL	7
MLYCD	39
MMAA	80
MMAB	42
MMACHC	107
MMADHC	17
MME	39
MMEL1	1
MMP1	8
MMP10	2
MMP11	1
MMP12	3
MMP13	12
MMP14	10
MMP15	2
MMP16	1
MMP19	4
MMP2	30
MMP20	10
MMP21	23
MMP23B	1
MMP3	6
MMP7	5
MMP8	4
MMP9	18
MMRN1	1
MMRN2	1
MMS22L	1
MMUT	386
MN1	4
MNAT1	2
MND1	1
MNDA	3
MNS1	4
MNX1	80
MOB4	1
MOCOS	9
MOCS1	36
mocs1b	9
mocs1l	2
MOCS2	16
mocs2b	17
MOCS3	3
MOG	2
MOGAT1	1
MOGS	11
MON2	1
mor1x	1
MORC2	20
MORC3	3
MORN1	1
MOSPD1	1
MOV10	3
MPC1	2
MPDU1	7
MPDZ	58
MPEG1	4
MPG	5
MPHOSPH8	5
MPI	21
MPIG6B	6
MPL	58
MPLKIP	20
MPO	16
MPP3	1
MPP4	6
MPP6	4
MPP7	4
MPST	1
MPV17	51
MPV17L2	1
MPZ	250
MPZL2	4
MPZL3	2
MR1	2
MRAP	14
MRAP2	6
MRAS	4
MRC1	1
MRC2	1
MRE11	76
MRGBP	1
MRGPRX1	1
MRGPRX2	4
MRGPRX3	1
MRI1	1
MRM2	1
MROH5	1
MROH7	2
MRPL10	1
MRPL12	1
MRPL15	2
MRPL3	4
MRPL38	1
MRPL40	1
MRPL43	1
MRPL44	2
MRPL50	1
MRPS14	1
MRPS15	1
MRPS16	1
MRPS2	3
MRPS22	10
MRPS23	1
MRPS25	1
MRPS30	2
MRPS34	4
MRPS35	2
MRPS5	1
MRPS7	1
MRRF	2
MRTFA	5
MRTFB	7
MRVI1	2
MS4A1	2
MS4A10	1
MS4A2	7
MS4A3	1
MS4A4A	1
MS4A6A	3
ms4a6atv1	1
MS4A6E	1
MS4A7	4
MSANTD1	1
MSC	2
MSH2	1364
MSH3	29
MSH4	5
MSH5	11
MSH6	681
MSI1	1
MSI2	2
MSL2	2
MSL3	15
msl3tv1	1
msl3tv5	1
MSLNL	3
MSMB	1
MSMO1	4
MSN	2
MSNP1	1
MSR1	19
MSRB3	3
msrb3i2	1
MSS51	1
MST1	1
MST1R	20
MSTN	3
MSTO1	20
MSX1	57
MSX2	26
MT1A	1
MT1X	1
MT2A	1
MTA1	1
MTA3	1
MTAP	2
mtaptv	2
MTBP	1
MTCH2	1
MTCL1	2
MTDH	1
MTERF4	1
MTF1	1
MTF2	3
MTFMT	18
MTG2	1
MTHFD1	15
MTHFD1L	3
MTHFR	135
MTHFS	4
MTHFSD	1
MTIF2	2
MTM1	347
MTMR11	1
MTMR12	2
MTMR14	3
MTMR2	32
MTMR3	6
MTMR4	1
MTMR8	3
MTMR9	3
MTNR1A	10
MTNR1B	30
MTO1	29
MTOR	39
MTPAP	2
MTR	46
MTREX	1
MTRR	45
MTSS1	2
MTSS2	1
MTTP	80
MTUS1	4
MTX1	1
MUC1	3
MUC13	1
MUC16	13
MUC17	6
MUC19	1
muc1tv9	6
MUC2	2
MUC20	1
MUC21	2
MUC3A	1
MUC4	4
muc4tv1	3
MUC5B	14
MUC6	6
MUC7	1
MUCL3	1
MUS81	3
MUSK	24
MUTYH	199
mutyhtva3	3
MVB12B	13
MVD	19
MVK	186
MX1	4
MX2	4
MXRA5	3
MXRA8	2
MYADML2	1
MYB	8
MYBBP1A	6
MYBL2	2
MYBPC1	15
MYBPC2	4
MYBPC3	1085
MYBPH	1
MYBPHL	5
MYC	9
MYCBP2	10
MYCBPAP	1
MYCL	2
MYCN	49
MYCT1	1
MYD88	8
MYEF2	3
MYF5	2
MYF6	2
MYH1	2
MYH10	9
MYH11	82
myh11tv2a	1
myh11tvsm2b	2
MYH13	2
MYH14	47
MYH15	8
MYH2	28
MYH3	49
MYH4	2
MYH6	141
MYH7	1055
MYH7B	9
MYH8	6
MYH9	137
MYL1	2
MYL2	69
MYL3	41
MYL4	2
MYLIP	2
MYLK	56
MYLK2	13
MYLK3	3
MYLPF	1
MYMK	7
MYNN	1
MYO10	5
MYO15A	293
MYO16	9
MYO18A	4
MYO18B	11
MYO1A	20
MYO1C	12
MYO1D	1
MYO1E	30
MYO1F	7
MYO1G	2
MYO1H	2
MYO3A	24
MYO3B	1
MYO5A	12
MYO5B	86
MYO5C	3
MYO6	74
MYO7A	581
myo7atv2	6
myo7atv3	1
MYO7B	6
MYO9A	7
MYO9B	10
MYOC	147
MYOCD	6
MYOD1	6
MYOF	4
MYOG	1
MYOM1	19
MYOM2	9
MYOM3	3
MYORG	32
MYOT	17
MYOZ1	1
MYOZ2	12
MYPN	49
MYRF	27
MYRIP	1
MYSM1	4
MYT1	6
MYT1L	68
N4BP1	3
N4BP2L2	1
NAA10	21
NAA15	46
NAA16	1
NAA20	1
NAA25	1
NAA30	1
NAA35	1
NAA40	1
NAALADL2	3
NACA	2
NACC1	3
NADK2	3
NAF1	2
NAGA	12
NAGLU	227
NAGPA	18
NAGS	49
NAIP	5
NALCN	70
NAMPT	6
NANOS1	3
NANOS3	2
NANP	1
NANS	12
NAP1L2	1
NAP1L3	1
NAPB	1
NAPRT	1
NAPSA	1
NARS	1
NARS2	14
NAT1	13
NAT10	3
NAT2	16
NAT8	2
NAT8L	1
NAV1	2
NAV2	6
NAV3	2
NAXD	3
NAXE	10
NBAS	62
NBEA	37
NBEAL1	3
NBEAL2	51
NBEAP1	1
NBL1	1
NBN	205
NBPF1	1
NBPF11	1
NBPF17P	1
NBPF8	1
NBPF9	1
NCALD	1
NCAM1	1
NCAM2	5
NCAN	4
NCAPD2	4
NCAPD3	5
NCAPG	1
NCAPG2	4
NCAPH	1
NCBP1	1
NCDN	1
NCF1	53
NCF2	83
NCF4	14
ncf4i1	2
NCK1	2
NCKAP1	10
NCKAP5	4
NCKAP5L	1
NCKIPSD	3
NCL	1
NCLN	1
NCOA1	4
NCOA2	2
NCOA3	6
NCOA5	1
NCOA6	4
NCOA7	3
NCOR1	12
NCOR2	10
NCR3	2
NCS1	1
NCSTN	33
NDC1	2
NDE1	22
NDN	2
NDOR1	1
NDP	184
NDRG1	11
NDRG3	3
NDRG4	2
NDST1	11
NDST2	2
NDST4	1
NDUFA1	5
NDUFA10	6
NDUFA11	1
ndufa11tv2	2
NDUFA12	4
NDUFA13	3
NDUFA2	4
NDUFA3	1
NDUFA4	2
NDUFA6	9
NDUFA8	2
NDUFA9	3
NDUFAF1	7
NDUFAF2	9
NDUFAF3	9
NDUFAF4	3
NDUFAF5	14
NDUFAF6	13
NDUFAF7	2
NDUFB1	1
NDUFB10	2
NDUFB11	6
NDUFB3	2
NDUFB4	2
NDUFB6	1
NDUFB8	4
NDUFB9	2
NDUFC2	1
NDUFS1	30
ndufs1tv2	1
NDUFS2	26
NDUFS3	4
NDUFS4	17
NDUFS5	1
NDUFS6	7
NDUFS7	8
NDUFS8	16
NDUFV1	37
NDUFV2	9
NDUFV3	6
NEB	342
nebi3	10
NEBL	22
NECAB3	1
NECAP1	2
NECAP2	2
NECTIN1	15
NECTIN2	5
NECTIN3	2
NECTIN4	10
NEDD4	4
NEDD4L	12
NEDD9	2
NEFH	36
NEFL	47
NEFM	3
NEGR1	7
NEIL1	7
NEIL2	6
NEIL3	1
NEK1	30
NEK10	4
NEK11	4
nek1tv1	43
NEK2	4
nek2tv2	1
NEK4	4
NEK8	24
NEK9	4
NELFA	4
NELFB	1
NELL1	7
NELL2	1
NEMF	5
NEO1	6
NEPRO	2
NES	1
NET1	1
NEU1	71
NEU2	1
NEU4	1
NEURL1	1
NEURL4	3
NEUROD1	23
NEUROD2	2
NEUROG1	2
NEUROG3	11
NEXMIF	44
NEXN	46
nexn-as1	1
NF1	3345
nf1tv1	93
nf1tv3	2
NF2	450
NFASC	7
nfasctv1	1
NFAT5	3
NFATC1	17
NFATC2	4
NFATC4	1
NFE2L1	2
NFE2L2	8
NFE2L3	1
NFIA	19
NFIB	23
NFIL3	2
NFIX	111
NFKB1	40
NFKB2	22
NFKBIA	19
NFKBIE	1
NFKBIL1	5
NFKBIZ	2
NFRKB	1
NFS1	1
NFU1	16
NFX1	1
NFXL1	7
NGEF	2
NGF	7
NGFR	4
NGLY1	28
NHEJ1	16
NHLH2	2
NHLRC1	73
NHLRC2	2
NHP2	3
NHS	66
NHSL1	2
NID1	5
NID2	6
NIN	9
NINJ1	1
NINL	1
NIPA1	18
NIPA2	4
NIPAL3	2
NIPAL4	21
NIPBL	457
NIPSNAP1	3
NIPSNAP3A	3
NISCH	2
NKAIN2	3
NKAIN3	1
NKD2	3
NKPD1	5
NKTR	1
NKX2-1	153
NKX2-2	3
NKX2-3	4
NKX2-5	122
nkx2-5tv3	2
NKX2-6	10
NKX2-8	3
NKX3-1	2
NKX3-2	5
NKX6-1	2
NKX6-2	9
NLGN1	12
NLGN2	4
NLGN3	11
nlgn3tv1	3
NLGN4X	37
NLGN4Y	1
NLRC4	14
NLRC5	5
NLRP1	18
NLRP10	3
NLRP11	1
NLRP12	31
NLRP14	6
NLRP2	17
NLRP3	159
NLRP5	11
NLRP7	81
nlrp7v1	3
nlrp7v3	3
NLRP8	1
NLRX1	4
NMB	2
NME1	1
NME3	1
NME7	2
NME8	10
NMNAT1	76
NMNAT2	4
NMRK1	1
NMS	2
NMT1	2
NMT2	2
NMU	2
NNT	45
NOB1	1
NOBOX	17
NOC2L	1
NOC3L	1
NOD1	7
NOD2	136
NODAL	28
NOG	68
NOL3	3
NOL4	1
NOL6	2
NOL8	1
NOLC1	1
NOM1	1
NONO	5
NOP10	1
NOP14	1
NOP2	1
NOP53	4
NOP56	1
NOS1	20
NOS1AP	7
nos1e1c	1
NOS2	15
NOS3	18
NOSIP	3
NOTCH1	173
NOTCH2	88
NOTCH2NLA	1
NOTCH2NLC	1
NOTCH3	398
NOTCH4	6
NOVA2	1
NOX1	9
NOX4	2
NPAS1	1
NPAS2	4
NPAS3	5
NPAS4	3
NPAT	2
NPBWR1	1
NPC1	521
NPC1L1	45
NPC2	28
NPEPPS	1
NPFFR2	1
NPHP1	85
NPHP3	83
NPHP4	118
NPHS1	358
NPHS2	222
NPL	6
NPM1	1
NPNT	2
NPPA	11
NPPB	2
NPPC	9
NPR1	9
NPR2	82
NPR3	10
NPRL2	10
NPRL3	19
NPS	1
NPSR1	4
NPTN	3
NPW	1
NPY	6
NPY1R	2
NPY2R	9
NPY4R	8
NQO1	4
NQO2	5
NR0B1	267
NR0B2	22
NR1D1	2
NR1D2	2
NR1H2	2
NR1H3	7
NR1H4	8
NR1I2	16
NR1I3	3
NR2C1	1
NR2E1	7
NR2E3	91
NR2F1	36
NR2F1-AS1	1
NR2F2	23
nr2f2ib	1
NR3C1	47
NR3C2	79
NR4A1	1
NR4A2	25
NR5A1	220
NR6A1	3
NRAP	8
NRAS	16
NRCAM	1
NRDC	2
NRG1	22
nrg1ggf2	3
nrg1smdf	3
NRG2	2
NRG3	5
NRG4	1
NRGN	5
NRIP1	9
NRK	9
NRL	25
NRN1	2
NRP1	6
NRP2	6
NRROS	3
NRTN	3
NRXN1	394
nrxn1b	14
NRXN2	7
nrxn2a1	3
nrxn2b	1
NRXN3	26
NSD1	541
NSD2	28
NSDHL	33
NSMAF	2
NSMCE2	2
NSMCE3	2
NSMF	10
NSUN2	8
NSUN3	2
NSUN7	2
NT5C1A	1
NT5C1B	2
NT5C2	8
NT5C3A	30
NT5DC1	1
NT5E	9
NTAN1	2
NTF3	3
NTF4	11
NTHL1	14
NTM	3
NTN1	5
NTN5	1
NTNG1	4
NTNG2	2
NTRK1	130
ntrk1tv3	3
NTRK2	16
NTRK3	12
NTSR2	1
NUAK1	2
NUB1	2
NUBP2	2
NUBPL	15
NUCB1	1
NUCB2	2
NUDC	1
NUDCD1	2
NUDT1	8
NUDT15	9
NUDT17	1
NUDT19	1
NUDT2	1
NUDT6	2
NUDT7	3
NUMA1	5
NUMB	2
NUMBL	2
NUP107	16
NUP133	6
NUP155	2
nup155tv2	1
NUP160	5
NUP188	7
NUP205	6
NUP210	8
NUP214	9
NUP37	3
NUP43	1
NUP50	2
NUP54	1
NUP62	1
NUP85	5
NUP88	3
NUP93	17
NUP98	4
NUS1	23
NUTM1	1
NVL	2
NWD1	2
NXF3	3
NXF5	5
NXN	5
NXNL1	8
NXPE4	1
NXPH1	2
NXPH3	1
NYAP2	1
NYNRIN	6
NYX	93
OARD1	1
OAS1	5
oas1i3	1
OAS3	2
OAT	75
OAZ1	1
OBSCN	18
obscntv2	9
OBSL1	39
obsl1tv3	1
OCA2	343
OCEL1	1
OCLN	20
OCM2	1
OCRL	268
ODAPH	6
ODC1	8
ODF2L	1
ODF4	1
OFD1	172
ofd1_2	1
OGA	1
OGDH	1
OGDHL	19
OGG1	29
ogg1tv2a	1
ogg1tv2d	1
OGT	8
OLFM1	1
OLFM2	6
OLFM3	1
OLFML2B	1
OLIG3	1
OLR1	4
OMA1	1
OMG	3
ONECUT1	1
OOEP	1
OPA1	400
opa1tv8	35
OPA3	16
opa3tv1	1
OPALIN	1
OPCML	2
OPHN1	52
OPLAH	31
OPN1LW	67
OPN1MW	21
OPN1SW	9
OPN4	9
OPRD1	2
OPRK1	2
OPRL1	1
OPRM1	19
OPTC	2
OPTN	79
OR10C1	1
OR10G3	1
OR10G4	11
OR10G7	2
OR10H1	1
OR10J3	2
OR10J5	1
OR10Q1	1
OR10V1	1
OR10X1	1
OR10Z1	3
OR11H7	1
OR11L1	1
OR12D2	1
OR13G1	1
OR13H1	1
OR1A1	2
OR1B1	1
OR1D2	1
OR1E1	1
OR1F1	1
OR1J1	1
OR1P1	1
OR1S1	2
OR1S2	1
OR2A12	1
OR2A25	2
OR2B11	6
OR2C1	6
OR2F1	1
OR2F2	1
OR2J1	1
OR2J2	4
OR2J3	5
OR2K2	1
OR2L3	1
OR2M2	1
OR2T1	1
OR2T10	1
OR2T3	1
OR2W1	2
OR2W3	1
OR4A8	1
OR4C16	1
OR4C45	1
OR4C46	2
OR4E2	1
OR4F5	1
OR4M1	1
OR4M2	1
OR4Q3	1
OR4S1	1
OR4X1	1
OR4X2	1
OR51A2	1
OR51G1	1
OR51L1	3
OR52E4	1
OR52E6	1
OR52H1	1
OR52I2	1
OR52M1	1
OR52N4	1
OR52N5	1
OR5AC2	1
OR5BS1P	1
OR5F1	1
OR5H14	1
OR5H2	1
OR5H6	1
OR5M1	1
OR5M8	1
OR5M9	1
OR6C3	1
OR6C6	1
OR6C65	1
OR6C75	1
OR6P1	1
OR6V1	1
OR6Y1	2
OR7C1	4
OR7D4	3
OR8H1	1
OR8K3	2
OR9I1	1
ORAI1	24
ORC1	12
ORC2	1
ORC3	1
ORC4	9
ORC6	6
orf15	266
ORM1	2
ORMDL3	4
OSBP	2
OSBPL1A	1
OSBPL2	4
OSBPL3	1
OSBPL5	1
OSBPL6	1
OSBPL8	1
OSBPL9	2
OSER1	1
OSGEP	19
OSGEPL1	1
OSGIN1	1
OSMR	14
OSR1	1
OSTC	3
OSTM1	10
OTC	538
OTOA	40
OTOF	193
otofe48	1
otoftv3	1
otoftv4	3
OTOG	10
OTOGL	24
OTOP2	1
OTOR	2
OTUD1	6
OTUD4	3
OTUD5	1
OTUD6B	7
OTUD7A	4
OTULIN	5
OTX1	7
OTX2	81
OVGP1	1
OVOL1	1
OVOL2	4
ovos2	4
OXA1L	2
OXCT1	35
OXER1	1
OXR1	2
OXTR	6
p14arf	31
P2RX1	1
P2RX2	4
P2RX4	3
P2RX5	2
p2rx5e10	1
P2RX7	20
P2RY1	4
P2RY11	12
P2RY12	15
P2RY2	2
P3H1	68
P3H2	11
P4HA1	2
P4HA2	8
P4HA3	2
P4HB	14
PABPC1	2
PABPC1L	1
PABPC4L	2
PABPN1	23
PACRG	6
PACS1	3
PACS2	3
PACSIN2	1
PADI2	1
PADI3	11
PADI4	1
PADI6	19
PAEP	1
PAFAH1B1	188
PAFAH1B2	3
pafah1b2tv4	1
PAFAH1B3	3
PAG1	2
PAH	1013
PAK1	2
PAK3	14
pak3tv6	1
PAK5	2
PAK6	3
PALB2	629
PALD1	2
PALLD	6
PALM2	3
PAM	2
PAM16	2
PAN2	2
PAN3	1
PANK2	188
PANK4	1
PANX1	6
PAOX	2
PAPOLA	1
PAPOLB	1
PAPOLG	1
PAPPA	1
PAPPA2	4
PAPSS2	29
PAQR8	1
PAQR9	1
PARD3	6
PARD3B	3
PARD6A	2
PARK7	43
PARL	3
PARM1	1
PARN	36
PARP1	17
PARP10	2
PARP14	1
PARP15	1
PARP2	5
PARP4	5
PARP8	1
PARP9	1
PARS2	7
PARVB	1
PASK	12
PATE1	1
PATJ	1
PATL2	20
PAWR	2
PAX1	11
PAX2	110
pax2tvc	2
pax2tve	1
PAX3	171
PAX4	24
PAX5	8
PAX6	592
pax6tv2	9
PAX7	14
pax7i3	1
PAX8	52
pax8tvpax8c	2
PAX9	59
PAXBP1	1
PBRM1	3
PBX1	33
PBX3	2
PBX4	4
PC	49
PCARE	62
PCAT1	2
PCAT19	1
PCBD1	11
PCBP1	1
PCBP2	1
PCBP3	1
PCCA	153
PCCB	138
PCDH1	1
PCDH10	3
PCDH11X	15
pcdh11xtvb	1
PCDH12	11
PCDH15	137
pcdh15tva	27
pcdh15tvi	13
pcdh15tvk	5
PCDH17	2
PCDH18	2
PCDH19	283
PCDH7	3
PCDH9	2
PCDHA1	1
PCDHA10	2
pcdha10tv2	1
PCDHA11	2
PCDHA12	1
PCDHA13	3
PCDHA2	2
PCDHA3	6
pcdha3tv2	1
PCDHA6	2
PCDHA7	2
PCDHA9	5
